month_year,bu_id,pnl_account_name,amount
2023-11,3,Amortization,-156.75692435829353
2023-11,3,Depreciation,-263.12614713063635
2023-11,3,Direct Labor,-1289.291990692978
2023-11,3,Direct Materials,-2185.5278970183135
2023-11,3,Gross Revenue,16945.110756122667
2023-11,3,Interest,-93.63661010724014
2023-11,3,Marketing,-555.1014238700216
2023-11,3,Net Revenue,28789.02012482196
2023-11,3,Office Supplies,-390.092154242139
2023-11,3,R&D,-5417.579108835253
2023-11,3,Rent,-1979.3721890537295
2023-11,3,Salaries,-26327.400679418697
2023-11,3,Sales Commissions,-991.0907672042479
2023-11,3,Sales Returns,-265.40778341291946
2023-11,3,Taxes,-431.65930950738556
2023-11,3,Travel & Entertainment,-889.1358831653343
2023-11,3,Utilities,-175.0933173812984
2023-11,4,Amortization,-60.477429818922374
2023-11,4,Direct Labor,-1218.7731602558365
2023-11,4,Direct Materials,-790.2758264732203
2023-11,4,Gross Revenue,3929.914020361066
2023-11,4,Interest,-42.35221234315448
2023-11,4,Manufacturing Overhead,-690.3461588485
2023-11,4,Marketing,-404.8401696082539
2023-11,4,Net Revenue,12096.078178687965
2023-11,4,Office Supplies,-415.9911575129437
2023-11,4,R&D,-7964.961407404255
2023-11,4,Rent,-5117.482681070106
2023-11,4,Salaries,-15106.655261566133
2023-11,4,Sales Commissions,-400.0314648297975
2023-11,4,Sales Returns,-323.38125332915314
2023-11,4,Taxes,-236.7231558621471
2023-11,4,Travel & Entertainment,-937.9506780453529
2023-11,4,Utilities,-272.23658827947355
2023-11,5,Amortization,-88.51042258911386
2023-11,5,Depreciation,-151.83036819769495
2023-11,5,Direct Labor,-2323.525248876731
2023-11,5,Gross Revenue,8083.320416824128
2023-11,5,Interest,-71.0130602721664
2023-11,5,Manufacturing Overhead,-823.5179039392136
2023-11,5,Marketing,-1255.5949860191683
2023-11,5,Net Revenue,12065.817160370743
2023-11,5,Office Supplies,-443.6113374373985
2023-11,5,R&D,-5160.707972548441
2023-11,5,Rent,-1589.1735513004342
2023-11,5,Salaries,-2941.773422606533
2023-11,5,Sales Commissions,-705.6606045437214
2023-11,5,Sales Returns,-493.3872724894026
2023-11,5,Taxes,-855.9780596746456
2023-11,5,Travel & Entertainment,-549.0603276384529
2023-11,6,Direct Labor,-1235.2607012036005
2023-11,6,Direct Materials,-994.4392435994205
2023-11,6,Gross Revenue,5080.640432675175
2023-11,6,Interest,-32.17058272923742
2023-11,6,Marketing,-1405.148576472491
2023-11,6,Net Revenue,9540.853658956808
2023-11,6,Office Supplies,-544.1576829105279
2023-11,6,Rent,-5666.108920239259
2023-11,6,Salaries,-4715.912447954162
2023-11,6,Sales Returns,-258.2109184059765
2023-11,6,Taxes,-446.2612085004033
2023-11,6,Travel & Entertainment,-328.6365161655473
2023-11,6,Utilities,-1425.4830730291337
2023-11,7,Depreciation,-153.7362960608776
2023-11,7,Direct Labor,-1957.4820935744951
2023-11,7,Direct Materials,-2251.6127395689405
2023-11,7,Gross Revenue,7654.473928106539
2023-11,7,Interest,-104.59805628965053
2023-11,7,Manufacturing Overhead,-289.87582428172755
2023-11,7,Marketing,-801.8967572911477
2023-11,7,Net Revenue,21400.897450977154
2023-11,7,Office Supplies,-317.1613364644934
2023-11,7,Rent,-1214.4527205881218
2023-11,7,Salaries,-5516.879814239385
2023-11,7,Sales Returns,-116.24271570620216
2023-11,7,Taxes,-1729.9073318872659
2023-11,7,Travel & Entertainment,-713.5820280977624
2023-11,7,Utilities,-667.3096126582649
2023-11,8,Depreciation,-305.37321290407584
2023-11,8,Direct Labor,-306.6412282346546
2023-11,8,Direct Materials,-397.36158662618294
2023-11,8,Gross Revenue,2365.4104462609666
2023-11,8,Interest,-85.70728638493833
2023-11,8,Manufacturing Overhead,-323.74799996369615
2023-11,8,Marketing,-424.47575085393987
2023-11,8,Net Revenue,4721.916129181938
2023-11,8,Office Supplies,-684.437005860843
2023-11,8,Rent,-1217.6919826081291
2023-11,8,Salaries,-17698.980291409433
2023-11,8,Sales Commissions,-373.0612846899885
2023-11,8,Sales Returns,-806.4424737333088
2023-11,8,Taxes,-1259.5564759578137
2023-11,8,Travel & Entertainment,-437.5740138961222
2023-11,8,Utilities,-377.3390010325314
2023-12,1,Direct Labor,-263.92671465559084
2023-12,1,Interest,-36.571702794598494
2023-12,1,Manufacturing Overhead,-401.2356343714989
2023-12,1,Marketing,-1217.8777291400834
2023-12,1,Net Revenue,6232.7632326546045
2023-12,1,Office Supplies,-956.0030784935931
2023-12,1,Salaries,-10826.821980815299
2023-12,1,Sales Commissions,-1086.1659985131757
2023-12,1,Sales Returns,-84.39659372564758
2023-12,1,Taxes,-675.3939422297393
2023-12,1,Travel & Entertainment,-302.9505963369509
2023-12,1,Utilities,-500.0734498111215
2023-12,2,Amortization,-115.5319526495809
2023-12,2,Depreciation,-74.33066089558692
2023-12,2,Direct Labor,-1035.4841971466478
2023-12,2,Direct Materials,-1735.684128626022
2023-12,2,Gross Revenue,16248.519850741788
2023-12,2,Interest,-109.49765827780249
2023-12,2,Manufacturing Overhead,-97.94660614522994
2023-12,2,Marketing,-194.27036390164568
2023-12,2,Net Revenue,22578.72163376697
2023-12,2,Office Supplies,-184.423506906264
2023-12,2,Rent,-1591.826513017767
2023-12,2,Salaries,-27398.871249824053
2023-12,2,Taxes,-961.6417349101528
2023-12,2,Travel & Entertainment,-488.75924825958003
2023-12,2,Utilities,-1794.6781222210857
2023-12,3,Amortization,-122.24232886063271
2023-12,3,Depreciation,-347.8554008932461
2023-12,3,Direct Labor,-1957.2509289605098
2023-12,3,Direct Materials,-1268.7747959021228
2023-12,3,Gross Revenue,12777.070033689539
2023-12,3,Interest,-89.34031362148738
2023-12,3,Manufacturing Overhead,-100.5206488509143
2023-12,3,Marketing,-1785.0613202423483
2023-12,3,Net Revenue,17669.350814637673
2023-12,3,Office Supplies,-440.52467154683995
2023-12,3,R&D,-2987.0973228046173
2023-12,3,Rent,-884.6495485121877
2023-12,3,Salaries,-6659.608961937931
2023-12,3,Sales Commissions,-523.6316726986764
2023-12,3,Sales Returns,-810.4419673210211
2023-12,3,Taxes,-1318.669868214455
2023-12,3,Utilities,-540.2777534324938
2023-12,4,Amortization,-69.83114879456915
2023-12,4,Depreciation,-88.97983111596416
2023-12,4,Direct Labor,-2257.6449773176882
2023-12,4,Gross Revenue,17908.044480396537
2023-12,4,Interest,-35.832070584986354
2023-12,4,Manufacturing Overhead,-381.56192333596664
2023-12,4,Marketing,-544.7100724639912
2023-12,4,Net Revenue,22750.485388579036
2023-12,4,Office Supplies,-72.57141208300563
2023-12,4,R&D,-11375.349351020941
2023-12,4,Rent,-1181.4684058556572
2023-12,4,Salaries,-29523.46555495091
2023-12,4,Taxes,-361.0455197034228
2023-12,4,Travel & Entertainment,-392.0678250651251
2023-12,4,Utilities,-605.5392664913163
2023-12,5,Amortization,-87.51226615776882
2023-12,5,Direct Labor,-561.6237487743698
2023-12,5,Gross Revenue,8441.024698384714
2023-12,5,Interest,-119.48133031160008
2023-12,5,Marketing,-2633.4576287074497
2023-12,5,Net Revenue,14733.809810755507
2023-12,5,Office Supplies,-494.7405502992106
2023-12,5,R&D,-8289.200326883472
2023-12,5,Rent,-1310.8513479764301
2023-12,5,Salaries,-32118.854731591404
2023-12,5,Sales Returns,-217.171701926881
2023-12,5,Taxes,-740.8245540212921
2023-12,5,Travel & Entertainment,-286.58094247070244
2023-12,6,Depreciation,-59.062135400075725
2023-12,6,Direct Labor,-1753.3325058501678
2023-12,6,Gross Revenue,10793.044398172755
2023-12,6,Interest,-77.67246033268756
2023-12,6,Marketing,-1058.832336499037
2023-12,6,Net Revenue,17639.246113919726
2023-12,6,Office Supplies,-290.2806914124278
2023-12,6,R&D,-4312.304810808602
2023-12,6,Rent,-3861.8335555840554
2023-12,6,Salaries,-26650.804018420527
2023-12,6,Sales Returns,-406.9104692213858
2023-12,6,Taxes,-1709.244278403266
2023-12,6,Travel & Entertainment,-157.88021452822073
2023-12,6,Utilities,-1291.916064745923
2023-12,7,Amortization,-55.34426440064923
2023-12,7,Direct Labor,-1305.7073567860573
2023-12,7,Direct Materials,-741.579365380089
2023-12,7,Gross Revenue,3688.6942639562076
2023-12,7,Interest,-187.01650772087942
2023-12,7,Manufacturing Overhead,-274.4755763783558
2023-12,7,Marketing,-1330.4664958270491
2023-12,7,Net Revenue,15750.21856011077
2023-12,7,Office Supplies,-67.62750402592908
2023-12,7,R&D,-8140.427455514302
2023-12,7,Rent,-4081.4638545377616
2023-12,7,Salaries,-14751.348922478704
2023-12,7,Sales Commissions,-218.30443349410928
2023-12,7,Sales Returns,-334.4535569159842
2023-12,7,Taxes,-1163.2582570485697
2023-12,7,Travel & Entertainment,-522.4626297269418
2023-12,8,Amortization,-20.90543983869877
2023-12,8,Direct Labor,-1046.7916305788676
2023-12,8,Direct Materials,-1432.1285780765338
2023-12,8,Gross Revenue,6027.687770157843
2023-12,8,Interest,-50.90497349101712
2023-12,8,Marketing,-522.5152265447767
2023-12,8,Net Revenue,13480.222069406482
2023-12,8,Office Supplies,-418.51255847769625
2023-12,8,Rent,-4736.696754147837
2023-12,8,Sales Commissions,-757.0690817563701
2023-12,8,Sales Returns,-520.7731112171
2023-12,8,Taxes,-583.8447289761318
2023-12,8,Travel & Entertainment,-400.675845416313
